Type, RunNo, EvNo, E1, px1, py1, pz1, pt1, eta1, phi1, Q1, E2, px2, py2, pz2, pt2, eta2, phi2, Q2, M
GT,  140124,  1027114929,  5.63, -1.11233, -1.40705, -5.33561, 1.7936186137, -1.81043896509, -2.23974260234,  1,  3.57905, 0.940844, -0.522754, -3.41174, 1.07631741454, -1.87082486575, -0.507149581128,  -1,  2.13003
GG,  140124,  1027160502,  16.5278, -2.33272, -2.5265, 16.1658, 3.43871848926, 2.25207094089, -2.3163367818,  -1,  6.68162, -0.480244, 1.26325, 6.54266, 1.35145657053, 2.28080813587, 1.93408789911,  1,  3.67363
GG,  140124,  1027193222,  11.4785, 1.17356, 2.46699, 11.1482, 2.73190093775, 2.11411308288, 1.12677275827,  1,  5.4616, 2.6384, -0.607499, 4.74212, 2.7074359817, 1.32665013667, -0.226308477998,  -1,  4.05921
GT,  140124,  1027263061,  10.467, 0.413879, -3.07135, -9.99716, 3.09911062228, -1.88753562503, -1.43684846744,  -1,  4.00909, -1.02175, -1.81702, -3.42288, 2.08459462316, -1.27102922027, -2.08305042622,  -1,  2.27928
GT,  140124,  1027290607,  8.76509, 1.15007, 1.9067, -8.47688, 2.22669393831, -2.04679171543, 1.02804698819,  1,  6.47192, 1.76702, -0.317801, -6.21701, 1.79537103575, -1.95545018978, -0.177948986626,  -1,  2.28519
GT,  140124,  1027294457,  7.89406, 0.705609, -2.29659, -7.51883, 2.40254233864, -1.858630786, -1.27270877154,  -1,  5.73791, 1.32652, 0.435507, -5.56445, 1.39618109765, -2.09118458001, 0.317220869293,  1,  2.65804
GT,  140124,  1027393570,  6.4687, -2.73156, 3.26771, 4.86761, 4.25903142483, 0.97889336064, 2.2670620762,  -1,  5.44644, 1.23521, 0.705357, 5.25635, 1.42241774509, 2.01805013128, 0.51885477926,  1,  4.63159
GT,  140124,  1027420507,  8.91762, -2.04107, -6.72307, 5.49063, 7.02606838636, 0.718129728635, -1.86554523109,  -1,  3.13232, 0.359485, -0.670159, 3.03677, 0.760488363163, 2.09305810897, -1.0784409262,  -1,  3.87259
GT,  140124,  1027424235,  8.7908, -1.30665, -2.58051, 8.30064, 2.89246712732, 1.7764307503, -2.03951372431,  1,  3.44773, 0.962026, 0.00179807, 3.3091, 0.962027680336, 1.94902538236, 0.00186904294297,  -1,  2.86825
GT,  140124,  1027474727,  8.09307, -1.63827, 1.54477, -7.7728, 2.2517199972, -1.95243259307, 2.38556048042,  1,  3.75384, 0.985115, 1.5675, -3.26383, 1.8513529683, -1.33230151231, 1.00971098333,  -1,  2.90329
GT,  140124,  1027478325,  9.26485, -1.36795, 1.78686, -8.98677, 2.25036793927, -2.09312683184, 2.22418220237,  -1,  4.10766, 0.224166, -1.08235, -3.95474, 1.10531982614, -1.98690786245, -1.36657323402,  1,  3.08814
GT,  140124,  1027479226,  7.81442, 1.86301, 1.21246, -7.49087, 2.22280577462, -1.92938159751, 0.576942341686,  1,  3.64647, 0.968888, -0.919098, -3.39148, 1.33547186049, -1.66181549949, -0.759032257024,  -1,  2.19565
GT,  140124,  1027482747,  6.34538, 1.76802, 1.3912, -5.93223, 2.24974046512, -1.69689076995, 0.666682747619,  -1,  7.40222, -1.09451, 1.57777, -7.14803, 1.92023704604, -2.02510745507, 2.17728626309,  1,  2.93851
GT,  140124,  1027486284,  14.1367, -1.09137, 3.83903, 13.5612, 3.99114517624, 1.93726447557, 1.84777198925,  -1,  5.0661, -1.50694, 0.427372, 4.81671, 1.56637000418, 1.84192458292, 2.8652464576,  1,  2.45905
GT,  140124,  1027505451,  4.51512, -3.14206, 3.23255, -0.230669, 4.50798408894, -0.0511466888694, 2.34200006535,  -1,  4.49105, -3.84492, 1.20066, 1.98327, 4.02802609748, 0.474374901641, 2.83891571738,  1,  3.09325
GT,  140124,  1027538876,  11.7444, 0.408408, -3.42644, 11.2255, 3.45069386762, 1.89558747302, -1.45216292373,  1,  4.14842, -1.53378, -0.886807, 3.74958, 1.7716962899, 1.49450221872, -2.61736883276,  -1,  2.90816
GT,  140124,  1027580075,  7.17596, -1.18238, -2.37864, 6.66538, 2.65630395738, 1.65066791223, -2.03210710595,  1,  3.93833, 0.688838, 0.331368, 3.862, 0.764396848285, 2.32265357372, 0.448375930353,  1,  2.87524
GT,  140124,  1027689563,  22.0042, -3.9831, 2.33044, 21.5146, 4.61476285454, 2.2439269252, 2.61221451482,  -1,  3.3421, 0.116929, 1.31267, 3.06948, 1.3178675654, 1.5818305097, 1.48195358906,  1,  3.13671
GT,  140124,  1027728904,  9.16703, 0.144514, 1.62164, -9.02068, 1.62806651762, -2.41331946421, 1.4819151617,  1,  4.65444, 0.193384, -1.27223, -4.47176, 1.28684363633, -1.95882502009, -1.41994709309,  1,  2.95816
GT,  140124,  1027733495,  5.58012, -0.798907, -2.88979, 4.70504, 2.99818922664, 1.23259598412, -1.84051798448,  -1,  5.79285, -0.665004, 1.24656, 5.61692, 1.41284894933, 2.08877723284, 2.06086107055,  1,  4.23772
GT,  140124,  1027736729,  8.03411, 1.52545, 2.06701, 7.61158, 2.56895465951, 1.80665167665, 0.935020616087,  -1,  3.1546, -0.329261, -1.1421, 2.9202, 1.18861483085, 1.63106998189, -1.85147971766,  -1,  3.46157
GT,  140124,  1027752599,  11.7964, -2.15866, -3.24625, -11.1331, 3.89845508607, -1.77182327131, -2.15762363793,  -1,  5.18405, 0.497817, -1.59651, -4.90576, 1.67232351702, -1.79720467681, -1.26853493236,  1,  2.209
GG,  140124,  1027773507,  8.84609, 3.02174, 3.18878, -7.67743, 4.39308894925, -1.32471407716, 0.812287979058,  -1,  7.27821, -0.0212938, 3.785, -6.21567, 3.78505989727, -1.27111797733, 1.57642210628,  1,  3.05593
GT,  140124,  1027852770,  9.44716, -0.304044, 2.21883, -9.17726, 2.23956453866, -2.11816068554, 1.70697717474,  1,  3.12307, 1.13017, 0.426459, -2.87807, 1.20795343767, -1.60272490046, 0.360821102361,  -1,  2.23604
GT,  140124,  1027855200,  7.75496, -1.27907, 3.15998, 6.96468, 3.4090311916, 1.46270569974, 1.95540932837,  -1,  5.4293, 0.83289, -0.75577, 5.31049, 1.12467508419, 2.25636615728, -0.736892185343,  1,  4.14316
GT,  140124,  1027864823,  8.02526, -0.562665, 3.56495, 7.16716, 3.60908027131, 1.43729790199, 1.72733748819,  -1,  4.14734, 0.232317, -1.2554, 3.94453, 1.27671466996, 1.84640414652, -1.38781218755,  1,  4.38857
GT,  140124,  1027870500,  13.5395, 2.34837, -3.19896, 12.9445, 3.96839851055, 1.89816450571, -0.937546384155,  -1,  3.83034, 0.327025, 1.48737, 3.51299, 1.522896867, 1.57297907372, 1.35437197452,  1,  4.55815
GT,  140124,  1027888866,  6.53071, 2.80291, -1.27226, -5.75883, 3.0781406686, -1.38435359976, -0.426098096895,  1,  5.72445, -0.441611, -2.00828, -5.34135, 2.05626088659, -1.68288242192, -1.78724660491,  1,  3.26152
GT,  140124,  1027896531,  8.24297, -1.18407, 1.86085, 7.9417, 2.20562564534, 1.99301141987, 2.13748451203,  -1,  5.31375, -1.74848, -0.120296, 5.01529, 1.75261331674, 1.77374974147, -3.07290057201,  1,  2.06681
GT,  140124,  1027926410,  13.1266, -1.55674, -1.69458, 12.9229, 2.30109556603, 2.42659679218, -2.31382477359,  1,  3.03884, -1.02182, 0.89446, 2.71648, 1.3580039779, 1.44379091648, 2.42255899334,  -1,  3.07283
GT,  140124,  1027953903,  8.37215, -1.79516, -0.893845, -8.12775, 2.00538233502, -2.10747970733, -2.67961090503,  1,  37.1827, -9.83111, 0.659633, -35.8533, 9.85321467983, -2.00315319167, 3.07459657793,  -1,  2.38558
GG,  140124,  1027959983,  8.49897, 1.58758, 0.171377, -8.34695, 1.59680316023, -2.35606599154, 0.10753217883,  1,  10.1975, -2.42631, 2.47157, -9.59072, 3.46347202688, -1.74278685808, 2.34695402048,  1,  4.48429
GT,  140124,  1027986210,  16.3688, -2.78824, 4.76, 15.4108, 5.5165099744, 1.75106669412, 2.10068293665,  -1,  5.12904, -1.61638, 0.417547, 4.84859, 1.66943996646, 1.78774795566, 2.88879670437,  1,  2.34608
GT,  140124,  1028003524,  12.2621, 1.10129, -3.27765, 11.764, 3.45772022966, 1.93851162196, -1.24664780512,  -1,  2.81089, 0.759248, 0.0771777, 2.70324, 0.763160483045, 1.97723990978, 0.101302231113,  1,  2.04665
GG,  140124,  1028017402,  14.4151, 1.9985, -7.24818, 12.2986, 7.51865117973, 1.26777753991, -1.30175678224,  1,  4.35266, 1.07141, -3.30899, 2.61479, 3.47812222445, 0.694572243947, -1.25766137355,  -1,  2.99058
GT,  140124,  1028137247,  19.3203, -2.09108, 2.93879, -18.9804, 3.60681330685, -2.36263724291, 2.18922836136,  -1,  8.79188, 0.942762, 1.99581, -8.50963, 2.20727382641, -2.05899846557, 1.12949551648,  1,  2.98768
GT,  140124,  1028145001,  21.6721, -0.171907, -4.15948, -21.2682, 4.16303085348, -2.33356054287, -1.61210178397,  1,  4.47568, 1.22051, -1.31648, -4.09852, 1.79520590755, -1.56349356004, -0.823208427617,  1,  3.02469
GT,  140124,  1028179437,  22.0922, 0.485523, -4.57614, -21.6074, 4.60182462542, -2.25088152089, -1.46509296769,  -1,  3.05465, -1.25944, 0.059401, -2.78028, 1.26084003442, -1.53176940239, 3.09446296671,  -1,  4.07523
GT,  140124,  1028208934,  11.0789, -1.87, 0.990026, 10.8744, 2.11590441199, 2.33940964174, 2.65468256189,  1,  3.43328, 0.710212, -0.591612, 3.30482, 0.924340761564, 1.9862109532, -0.694546014644,  -1,  2.83683
GT,  140124,  1028210237,  3.85272, -1.71223, -0.927492, -3.32269, 1.9472988941, -1.30401387154, -2.64515451005,  1,  10.0582, -2.71441, 3.82759, -8.89598, 4.69238392038, -1.3960563009, 2.18764982958,  -1,  4.02653
GT,  140124,  1028308866,  10.5304, -2.23333, -0.165102, -10.289, 2.23942438124, -2.22964179428, -3.06780050663,  -1,  4.59502, 0.0498674, -1.08242, -4.46419, 1.08356809384, -2.12338922153, -1.52475859269,  -1,  2.19058
GT,  140124,  1028321640,  17.86, 0.71714, -3.14348, -17.5662, 3.22424507288, -2.39674297482, -1.34649929491,  1,  8.31251, -1.04113, -2.46893, -7.8681, 2.67947140716, -1.79815221992, -1.96986241291,  -1,  2.54762
GG,  140124,  1028379921,  11.2716, 2.47091, -1.35369, -10.9133, 2.81742308576, -2.06356726031, -0.501191649712,  1,  5.45103, 2.9643, 0.239841, -4.56706, 2.97398691915, -1.21438742841, 0.0807339611652,  1,  3.03695
GT,  140124,  1028404100,  6.06428, -1.43365, -1.16826, 5.77444, 1.84937388056, 1.85645070831, -2.45784111266,  -1,  3.40947, 0.73624, 1.03378, 3.16268, 1.26915342887, 1.64424114275, 0.951940911532,  1,  3.06192
GG,  140124,  1028404962,  8.67084, -1.42938, 0.820027, -8.51215, 1.64789910648, -2.34438115424, 2.62074027908,  1,  17.1764, -7.30947, -0.321069, -15.5398, 7.31651809153, -1.49772523908, -3.09769579824,  1,  3.60081
GT,  140124,  1028460467,  12.1689, 0.985359, 2.2572, -11.9166, 2.46290158124, -2.28025126641, 1.1591916003,  -1,  4.48177, 0.850841, -1.37049, -4.18006, 1.6131253043, -1.68060841298, -1.01520144613,  1,  3.73962
GT,  140124,  1028473956,  7.44817, 0.265512, 2.6007, -6.97352, 2.61421826023, -1.70771645836, 1.46905631081,  1,  7.42969, 1.76107, 0.394991, -7.20636, 1.80482282648, -2.09297334668, 0.220638881086,  -1,  2.68335
GT,  140124,  1028505797,  9.11029, 0.739595, -2.55095, 8.71389, 2.656002008, 1.90369961522, -1.28860417489,  1,  5.72822, 0.783044, 0.795541, 5.61741, 1.11626313592, 2.31876011153, 0.793314581543,  -1,  3.06518
GT,  140124,  1028546196,  8.38656, 1.90197, 0.34198, -8.1602, 1.93246997423, -2.14735140792, 0.177902159031,  1,  4.72893, 2.00024, 1.49273, -4.01527, 2.49583711618, -1.25363118724, 0.641113130176,  1,  2.27611
GG,  140124,  1028598823,  6.37628, -1.44286, -1.94587, 5.89725, 2.42244814939, 1.62259510729, -2.20883433999,  1,  7.43303, -1.9125, -4.56119, 5.54767, 4.94591856646, 0.964842983176, -1.96782783488,  -1,  2.47197
GT,  140124,  1028610055,  13.4341, -4.41411, -1.06297, -12.6431, 4.54029429806, -1.74805127686, -2.90528017912,  -1,  6.11578, -0.443502, -1.51112, -5.90859, 1.57485798674, -2.03269449296, -1.85627206144,  1,  2.79427
GT,  140124,  1028618426,  16.2603, 1.87141, 4.22663, 15.5891, 4.6223994359, 1.93009424479, 1.15397407352,  1,  5.17345, 1.09935, 0.213813, 5.04967, 1.11994929415, 2.21126316052, 0.192092279581,  -1,  2.21462
GT,  140124,  1028660009,  7.46132, 1.76813, 1.85908, -7.00555, 2.56563094449, -1.72960534179, 0.810467278881,  1,  3.53045, 0.768698, -0.542437, -3.40114, 0.940815876871, -1.9968683531, -0.614512418979,  -1,  2.08585
GT,  140124,  1028667471,  9.08768, -1.79263, -0.787138, 8.87365, 1.95783261489, 2.21634888922, -2.72784277847,  -1,  3.20945, 0.541942, -1.50958, 2.77792, 1.60391175186, 1.31691529869, -1.226124666,  1,  2.93617
GT,  140124,  1028717108,  7.44525, -2.51618, -0.285554, 7.00056, 2.53233151055, 1.74121189125, -3.02858902393,  -1,  4.04853, -0.0830623, -1.13082, 3.88507, 1.13386649041, 1.94529946541, -1.64411780845,  1,  2.20176
GT,  140124,  1028731018,  7.82683, -0.304786, 1.70892, 7.63118, 1.73588653782, 2.18656335946, 1.74729065566,  -1,  7.33084, -2.75725, 1.28086, 6.66986, 3.04023517217, 1.52711812111, 2.70671115324,  1,  2.6307
GG,  140124,  1028744818,  13.3323, 0.630333, 2.79349, 13.0207, 2.86372241514, 2.21944458673, 1.34886942895,  -1,  16.0367, -0.651177, 6.28661, 14.7384, 6.32024499347, 1.58293800491, 1.67400982673,  1,  3.08633
GT,  140124,  1028745677,  10.8871, -2.28894, -0.538616, -10.6296, 2.35145774341, -2.21377002612, -2.91048464864,  -1,  5.28321, -0.778735, -1.5976, -4.97417, 1.77728837284, -1.75280539983, -2.02434597597,  1,  2.00677
GT,  140124,  1028772835,  15.7043, 3.73686, -5.06994, 14.3856, 6.29828661329, 1.56390015278, -0.935627104176,  1,  5.34984, -0.609853, -1.8967, 4.96389, 1.99233319794, 1.64406816484, -1.88188990356,  -1,  3.24988
GT,  140124,  1028808515,  9.40438, -2.35695, 0.0421172, 9.10352, 2.35732627378, 2.06063716457, 3.12372519014,  1,  4.05966, 0.476675, 1.90773, 3.55007, 1.96638063673, 1.35305193032, 1.32594470504,  -1,  3.71879
GT,  140124,  1028890531,  21.5579, 5.98773, 0.591908, -20.7009, 6.01691495979, -1.94923107849, 0.0985333644201,  -1,  3.18037, 0.305155, 1.53956, -2.76409, 1.56951093262, -1.33139942165, 1.375123254,  1,  4.151
GG,  140124,  1028906771,  9.11058, -1.96997, 0.88172, 8.85061, 2.15828912783, 2.11886338428, 2.72075267301,  -1,  10.3314, -1.60059, -1.89843, 10.028, 2.48312802993, 2.1039972264, -2.27127820795,  -1,  2.79395
GT,  140124,  1028939287,  3.65869, 2.89967, 1.59879, 1.55262, 3.31122569044, 0.453219868888, 0.503894148691,  -1,  3.82898, -0.900448, 0.38204, 3.70043, 0.978141688256, 2.04072409426, 2.74033396582,  1,  4.53322
GT,  140124,  1028941125,  12.4764, 2.95796, -3.46027, 11.6158, 4.55225173233, 1.66624825508, -0.863501968728,  1,  5.91641, 1.0406, 0.435041, 5.80694, 1.12787811029, 2.34116341042, 0.39598410214,  1,  3.09895
GT,  140124,  1029008035,  5.4851, -0.818399, 1.50485, 5.20969, 1.71299458426, 1.83141901198, 2.06889857844,  1,  3.77242, 0.653905, -1.01524, 3.57235, 1.20760258638, 1.80514991131, -0.998587638104,  1,  2.88285
GT,  140124,  1029043958,  10.0905, -0.219341, 2.48707, 9.7762, 2.49672338459, 2.07403960654, 1.65876126817,  1,  5.28791, -1.68366, 0.0410844, 5.01143, 1.68416119286, 1.81070968791, 3.11719565637,  -1,  2.79456
GT,  140124,  1029064382,  6.86824, -0.442884, -1.29188, 6.73027, 1.3656867034, 2.29824349149, -1.90106162172,  -1,  4.0988, -0.350297, 1.44685, 3.81745, 1.48865137313, 1.6708750941, 1.8083355289,  -1,  2.89284
GT,  140124,  1029083809,  11.5441, 1.86767, 2.78077, 11.0469, 3.34975715863, 1.90864193983, 0.979360121758,  -1,  14.8212, -0.0158972, 2.5922, 14.5924, 2.59224874597, 2.42891985259, 1.57692895572,  1,  2.33642
GT,  140124,  1029144293,  6.61679, -1.63414, -0.60727, 6.38213, 1.74332739108, 2.0090059532, -2.78579345547,  -1,  5.27199, 0.306156, -1.5602, 5.02541, 1.58995457053, 1.86808303131, -1.37702964381,  1,  2.17938
GT,  140124,  1029160806,  6.83589, 1.15129, -1.65563, 6.53082, 2.01657614808, 1.89130488221, -0.963178578043,  1,  3.06266, -0.973902, 0.642526, 2.82973, 1.16675822957, 1.61912236372, 2.55839799101,  -1,  3.05015
GT,  140124,  1029170329,  10.6227, -2.85152, 3.9224, -9.45063, 4.84936986323, -1.4205175968, 2.1994034035,  1,  3.28866, -0.849439, -0.404467, -3.14945, 0.940818882044, -1.92297720398, -2.69720008551,  1,  2.94813
GT,  140124,  1029177660,  10.4035, -2.025, -2.7863, -9.81621, 3.44442922558, -1.76987413146, -2.19926389967,  -1,  8.63568, 0.791466, -1.70557, -8.42783, 1.88026260242, -2.20549259637, -1.13632185626,  1,  2.81912
GT,  140124,  1029198944,  5.02963, -0.0678597, 3.80332, -3.28879, 3.80392533592, -0.782305060518, 1.58863666115,  -1,  3.16011, -0.891631, -0.227877, -3.02129, 0.920290045198, -1.90432518769, -2.89137553038,  -1,  3.68107
GT,  140124,  1029250031,  7.00655, 0.927655, -1.00665, 6.87071, 1.36890029641, 2.31618622104, -0.826214439736,  1,  2.73417, -0.983653, -0.509642, 2.49744, 1.10783942545, 1.55191671621, -2.6635609951,  -1,  2.19478
GT,  140124,  1029304684,  7.3009, -0.132854, 1.6861, -7.1015, 1.69132592817, -2.14182854158, 1.64942753542,  -1,  6.51878, 1.34005, 0.201462, -6.3755, 1.35510919853, -2.25283530167, 0.149221634223,  -1,  2.08173
GT,  140124,  1029311397,  8.13405, -3.18038, -1.56425, -7.32051, 3.5442481582, -1.4725334718, -2.68449131506,  1,  6.5373, 0.754248, -1.41467, -6.33679, 1.60317848489, -2.0831619926, -1.08097255875,  1,  3.73717
GT,  140124,  1029343342,  10.1538, -1.66103, -1.23512, 9.93999, 2.06991354295, 2.27287527131, -2.5022086366,  -1,  5.64645, 0.867439, -0.593264, 5.54679, 1.05091036365, 2.36556535289, -0.599856320538,  -1,  2.41538
GT,  140124,  1029452604,  4.35561, 4.14277, -0.45738, 1.26031, 4.16794190666, 0.297953700399, -0.109959065822,  -1,  4.32864, 1.00356, 0.477469, 4.1822, 1.11135472265, 2.035608616, 0.44408067273,  1,  4.39431
GT,  140124,  1029589563,  6.8775, 0.945625, -0.767476, 6.76799, 1.21787768319, 2.41624022504, -0.68177850184,  -1,  3.77978, -0.723669, 0.495063, 3.67516, 0.876803396167, 2.14015145308, 2.54161675085,  1,  2.0964
GT,  140124,  1029608544,  8.51958, -2.91957, -1.42386, 7.87533, 3.24827127631, 1.61880804928, -2.68783732826,  -1,  4.77724, -0.0749778, -1.20812, 4.62013, 1.21044438323, 2.04931704551, -1.6327783811,  1,  2.18496
GT,  140124,  1029625348,  18.3678, -3.6188, 0.0684987, 18.0073, 3.61944823307, 2.30755328961, 3.12266634627,  1,  2.66501, -0.175666, 0.898025, 2.50076, 0.915045050356, 1.73043021394, 1.7639707625,  -1,  2.54254
GT,  140124,  1029668715,  16.3921, -4.13063, 0.272886, -15.8605, 4.13963415846, -2.05298281598, 3.07562449936,  -1,  14.8362, -2.23424, -1.41561, -14.5982, 2.64495369519, -2.40949949973, -2.57683438339,  1,  2.38003
GT,  140124,  1029669923,  6.65068, -1.72065, 1.87699, -6.14301, 2.54631653229, -1.61423817853, 2.31276554842,  -1,  6.53425, 1.3737, 1.30367, -6.2529, 1.89383398399, -1.90977124728, 0.759247860598,  1,  3.15387
GT,  140124,  1029693236,  3.97153, -3.39307, 1.3663, -1.54344, 3.65782718494, -0.41034243869, 2.75878350285,  1,  3.65871, -1.31207, -1.2191, -3.18862, 1.79101437596, -1.34085446278, -2.39290803583,  -1,  3.69707
GT,  140124,  1029717488,  8.14068, -2.19084, -0.462552, 7.82596, 2.23913694496, 1.96436762639, -2.9335184554,  -1,  4.25964, 0.103949, -1.48597, 3.98929, 1.48960136798, 1.7114157372, -1.50095646624,  1,  2.4527
GT,  140124,  1029738306,  2.73171, 0.97909, -0.45004, 2.50798, 1.07756820188, 1.58116673758, -0.430850908687,  -1,  17.8033, 3.05842, 0.899863, 17.5152, 3.18805368762, 2.40498710145, 0.286150056656,  -1,  2.06274
GT,  140124,  1029738546,  8.67779, -0.624062, -2.20538, 8.36898, 2.2919760741, 2.00650900232, -1.84655934088,  -1,  5.7023, 1.75879, -0.701432, 5.37771, 1.89350181271, 1.76662671499, -0.379484489651,  1,  2.84229
GT,  140124,  1029745426,  20.0111, -0.656917, -4.16012, -19.5626, 4.21166693357, -2.24029950622, -1.72741132512,  -1,  7.2282, 1.49097, -0.1815, -7.06964, 1.50197662795, -2.25327262429, -0.121136807352,  1,  3.6275
GT,  140124,  1029755605,  15.3051, 1.95097, 3.8808, 14.6754, 4.34360363994, 1.9318299458, 1.10497216034,  1,  6.60859, 1.90395, 0.100797, 6.3267, 1.90661627962, 1.91456396185, 0.0528916140107,  -1,  2.89951
GT,  140124,  1029856337,  23.3891, -1.60206, 5.18317, 22.751, 5.42511267095, 2.14063904917, 1.87057050774,  -1,  8.95581, -1.63663, 0.689587, 8.77731, 1.77597522152, 2.30104888899, 2.74282130499,  1,  2.67983
GT,  140124,  1029887875,  11.1118, 0.307876, 3.4909, -10.5442, 3.50445009115, -1.82122654727, 1.48283005206,  1,  3.61794, -0.770662, -0.41869, -3.50843, 0.877052583568, -2.09477329071, -2.64391862979,  -1,  3.13633
GG,  140124,  1029896710,  8.54344, -1.40737, -0.897128, 8.37816, 1.66899040299, 2.3163330269, -2.5740905845,  -1,  11.0632, -2.6597, -4.42435, 9.78436, 5.16225503172, 1.39583779146, -2.11206131794,  1,  3.11169
GT,  140124,  1029939318,  7.80117, 0.822441, -1.24915, 7.65574, 1.49558848651, 2.33549030078, -0.988538298925,  -1,  9.46973, -0.467959, 1.72187, 9.2995, 1.7843267421, 2.35314596946, 1.8361606155,  -1,  3.23337
GT,  140124,  1029949854,  8.02907, 1.61854, 1.66691, -7.68483, 2.32341573544, -1.91146330718, 0.800119588376,  -1,  5.70144, -0.796768, 1.61289, -5.40916, 1.79895897616, -1.82060341515, 2.02963259466,  1,  2.37531
GT,  140124,  1029967099,  7.28494, -0.313552, 2.1661, -6.94758, 2.18867632753, -1.87217862943, 1.71455196879,  1,  6.24232, 1.3125, 0.564302, -6.07572, 1.42866826003, -2.15424999405, 0.406051117504,  -1,  2.21981
GT,  140124,  1029983609,  5.03393, 0.65383, 3.07948, -3.92665, 3.14812495611, -1.04590398123, 1.36158477697,  1,  4.33376, -0.373904, -0.955435, -4.20924, 1.02599231987, -2.11930184323, -1.94381865772,  1,  4.1196
GT,  140124,  1030017171,  6.16865, -1.4996, 0.212635, 5.97888, 1.51460021234, 2.08189944491, 3.00073716461,  -1,  7.70657, -0.660171, -1.99984, 7.41248, 2.10598807566, 1.97112282554, -1.88964480274,  1,  2.30962
GT,  140124,  1030054042,  10.1503, 1.79625, 3.3737, -9.40265, 3.82208918688, -1.63230279461, 1.08154465102,  -1,  5.98012, -0.929332, 0.90045, -5.83748, 1.2940124299, -2.21176293408, 2.3719775735,  1,  2.98498
GT,  140124,  1030063693,  9.9417, 3.06116, 0.45425, -9.44718, 3.09467988782, -1.83498632255, 0.147316432807,  -1,  4.40703, 1.65756, -1.4893, -3.80069, 2.22834459714, -1.3036620476, -0.731979858996,  -1,  2.65375
GT,  140124,  1030173072,  17.418, 2.67343, 0.779647, 17.1936, 2.78479396177, 2.52000523852, 0.283758458456,  -1,  4.64015, 0.747988, -1.51243, 4.32122, 1.68728496498, 1.66966868186, -1.11150985179,  1,  3.38096
GT,  140124,  1030216046,  8.79069, 1.73883, 0.30877, -8.61082, 1.76603190283, -2.28778539997, 0.175741527174,  -1,  3.45915, -0.890353, 0.332041, -3.32439, 0.950252435035, -1.96528859966, 2.78463637918,  -1,  2.54535
GT,  140124,  1030256303,  10.8994, -2.73832, -0.0602514, 10.5491, 2.73898277716, 2.05804376396, -3.1195931504,  1,  4.35029, -0.379921, 1.10196, 4.18989, 1.16561391886, 1.99138355016, 1.90280290818,  -1,  2.1228
GT,  140124,  1030282714,  20.2861, -6.89208, -0.921117, 19.0569, 6.95336057271, 1.73308597816, -3.0087313519,  1,  8.6273, -2.41016, 1.6169, 8.12379, 2.90228131572, 1.75292782087, 2.55068684842,  -1,  3.19049
GG,  140124,  1030335288,  14.0946, 0.953674, -2.24275, -13.8819, 2.43709287077, -2.44054481295, -1.1687348794,  1,  10.3176, 2.58001, -2.48593, -9.67502, 3.58277819087, -1.71919908165, -0.766829213383,  -1,  2.48619
GT,  140124,  1030342812,  10.6791, 4.12676, 2.70554, 9.47005, 4.93458152118, 1.40686812502, 0.580308009195,  -1,  4.8749, 0.198011, 1.5509, 4.61616, 1.56348941989, 1.80330892497, 1.44380845896,  1,  2.58542
GT,  140124,  1030347421,  8.24639, -0.56027, -2.45463, -7.85192, 2.5177591048, -1.8553028893, -1.79520227656,  1,  3.1383, -1.45413, 0.367841, -2.75463, 1.49993368459, -1.36803113389, 2.89382729101,  -1,  2.94955
GT,  140124,  1030351565,  10.594, 2.40272, 0.651389, 10.2968, 2.48945195329, 2.12722058471, 0.26474130944,  -1,  2.83135, 0.923415, -0.87258, 2.5281, 1.27046885779, 1.43910735868, -0.757101074048,  -1,  2.15629
GT,  140124,  1030377693,  13.3759, 2.22526, 1.91411, 13.0495, 2.93523408942, 2.19752480794, 0.71037081648,  -1,  6.15826, -0.375286, 1.82848, 5.86761, 1.86659548167, 1.86286876703, 1.7732298333,  1,  2.50983
GT,  140124,  1030395378,  7.25758, -1.94895, -4.92124, 4.96431, 5.29310960024, 0.836760219924, -1.94787408778,  1,  3.88562, -0.580115, -0.602122, 3.79313, 0.836112621666, 2.21726227935, -2.33758192887,  -1,  3.25187
GT,  140124,  1030404916,  8.60695, 2.79231, 1.72674, -7.95549, 3.28308180886, -1.61831584478, 0.553832815796,  -1,  4.13693, -0.875911, 0.01631, -4.04173, 0.876062837941, -2.23368137698, 3.12297419195,  -1,  3.42965
GT,  140124,  1030420439,  5.07893, -1.91986, 3.64798, -2.96492, 4.12233192502, -0.668352226523, 2.05524646243,  -1,  3.06015, 0.907427, -0.0663602, -2.91985, 0.909850227495, -1.88259060614, -0.073000119985,  1,  4.21439
GT,  140124,  1030442750,  8.89629, -2.7337, -0.399945, -8.45576, 2.76280142121, -1.83742976446, -2.99632155758,  -1,  5.96771, -0.464024, -1.4819, -5.76117, 1.55285088871, -2.02188208635, -1.87425298545,  1,  2.24742
GT,  140124,  1030445729,  9.82784, 2.63856, -0.329972, 9.46067, 2.6591127081, 1.98148732453, -0.12441171506,  -1,  13.4602, 2.23276, 1.61589, 13.1746, 2.75614181596, 2.26837206494, 0.626467779878,  1,  2.14353
GT,  140124,  1030491053,  22.854, 1.45769, 4.59884, -22.3388, 4.82433306082, -2.23726085735, 1.26384519609,  1,  8.50683, 2.21698, 2.35563, -7.86708, 3.23480957976, -1.62167888738, 0.815710726932,  -1,  3.03994
